 Time (a.u.) 	 Real(mu)  	 Im(mu) 	  E(t=0) (a.u.)  	 E(t) (a.u.)
 12.5000000000  -1.0487999580e-08  -8.7295223824e-20  4.8883715705e-03  4.8295837779e-03  
 13.0000000000  -1.2757211730e-08  8.7312172747e-20  4.8883715705e-03  4.8295837874e-03  
 13.5000000000  -1.5402837983e-08  -5.2599687225e-20  4.8883715705e-03  4.8295837970e-03  
 14.0000000000  -1.8469768242e-08  4.3018520535e-21  4.8883715705e-03  4.8295838065e-03  
 14.5000000000  -2.2006301855e-08  -6.9389485495e-20  4.8883715705e-03  4.8295838161e-03  
 15.0000000000  -2.6064268032e-08  -3.7923253235e-21  4.8883715705e-03  4.8295838257e-03  
 15.5000000000  -3.0699145387e-08  9.1074042314e-20  4.8883715705e-03  4.8295838354e-03  
 16.0000000000  -3.5970179998e-08  -8.6736670640e-20  4.8883715705e-03  4.8295838451e-03  
 16.5000000000  -4.1940504676e-08  4.6585240472e-20  4.8883715705e-03  4.8295838548e-03  
 17.0000000000  -4.8677255290e-08  -3.0356370929e-20  4.8883715705e-03  4.8295838646e-03  
 17.5000000000  -5.6251688004e-08  -6.5594247463e-20  4.8883715705e-03  4.8295838744e-03  
 18.0000000000  -6.4739294867e-08  -2.0759134758e-19  4.8883715705e-03  4.8295838844e-03  
 18.5000000000  -7.4219918803e-08  6.8304985554e-20  4.8883715705e-03  4.8295838944e-03  
 19.0000000000  -8.4777868045e-08  -7.8570776187e-20  4.8883715705e-03  4.8295839045e-03  
 19.5000000000  -9.6502029226e-08  5.3871450378e-21  4.8883715705e-03  4.8295839147e-03  
