 Time (a.u.) 	 Real(mu)  	 Im(mu) 	  E(t=0) (a.u.)  	 E(t) (a.u.)
 596.5000000000  1.0338331841e-02  -5.2896360110e-19  4.8883715705e-03  4.9080297704e-03  
 597.0000000000  1.0361679967e-02  6.2956346964e-25  4.8883715705e-03  4.9080297820e-03  
 597.5000000000  1.0384793063e-02  -8.7996542177e-19  4.8883715705e-03  4.9080297935e-03  
 598.0000000000  1.0407670601e-02  2.4177642272e-19  4.8883715705e-03  4.9080298050e-03  
 598.5000000000  1.0430312059e-02  6.9762057153e-19  4.8883715705e-03  4.9080298166e-03  
 599.0000000000  1.0452716918e-02  -1.3830790288e-19  4.8883715705e-03  4.9080298281e-03  
 599.5000000000  1.0474884668e-02  -4.3284708391e-21  4.8883715705e-03  4.9080298396e-03  
 600.0000000000  1.0496814802e-02  -8.3314571387e-19  4.8883715705e-03  4.9080298511e-03  
 600.5000000000  1.0518506817e-02  -2.4347115036e-19  4.8883715705e-03  4.9080298627e-03  
 601.0000000000  1.0539960219e-02  4.1267046489e-19  4.8883715705e-03  4.9080298742e-03  
 601.5000000000  1.0561174517e-02  -4.1626163630e-19  4.8883715705e-03  4.9080298857e-03  
 602.0000000000  1.0582149225e-02  -9.6087428910e-20  4.8883715705e-03  4.9080298973e-03  
 602.5000000000  1.0602883865e-02  3.3610395526e-20  4.8883715705e-03  4.9080299088e-03  
 603.0000000000  1.0623377961e-02  3.9505480175e-20  4.8883715705e-03  4.9080299203e-03  
 603.5000000000  1.0643631045e-02  -3.5134503149e-19  4.8883715705e-03  4.9080299319e-03  
 604.0000000000  1.0663642655e-02  1.3884564072e-19  4.8883715705e-03  4.9080299434e-03  
 604.5000000000  1.0683412331e-02  2.7740754297e-19  4.8883715705e-03  4.9080299549e-03  
 605.0000000000  1.0702939621e-02  -1.6604514084e-18  4.8883715705e-03  4.9080299665e-03  
 605.5000000000  1.0722224079e-02  2.7694590898e-19  4.8883715705e-03  4.9080299780e-03  
 606.0000000000  1.0741265264e-02  -2.6399489930e-19  4.8883715705e-03  4.9080299895e-03  
 606.5000000000  1.0760062739e-02  3.5569452485e-19  4.8883715705e-03  4.9080300011e-03  
 607.0000000000  1.0778616074e-02  1.3389895588e-19  4.8883715705e-03  4.9080300126e-03  
 607.5000000000  1.0796924845e-02  -7.3277681774e-19  4.8883715705e-03  4.9080300241e-03  
 608.0000000000  1.0814988631e-02  -2.7755628659e-19  4.8883715705e-03  4.9080300357e-03  
 608.5000000000  1.0832807021e-02  -8.9663954283e-19  4.8883715705e-03  4.9080300472e-03  
 609.0000000000  1.0850379604e-02  4.2012847782e-19  4.8883715705e-03  4.9080300587e-03  
 609.5000000000  1.0867705979e-02  1.7237914557e-19  4.8883715705e-03  4.9080300703e-03  
 610.0000000000  1.0884785749e-02  -5.2042498424e-19  4.8883715705e-03  4.9080300818e-03  
 610.5000000000  1.0901618523e-02  -1.2641038745e-22  4.8883715705e-03  4.9080300933e-03  
 611.0000000000  1.0918203914e-02  -5.5022411153e-19  4.8883715705e-03  4.9080301049e-03  
 611.5000000000  1.0934541543e-02  2.4292865221e-19  4.8883715705e-03  4.9080301164e-03  
 612.0000000000  1.0950631035e-02  1.0848376139e-19  4.8883715705e-03  4.9080301279e-03  
 612.5000000000  1.0966472021e-02  2.0715037346e-19  4.8883715705e-03  4.9080301395e-03  
 613.0000000000  1.0982064139e-02  -5.5463717800e-19  4.8883715705e-03  4.9080301510e-03  
 613.5000000000  1.0997407029e-02  -3.4694046354e-19  4.8883715705e-03  4.9080301625e-03  
 614.0000000000  1.1012500342e-02  5.2048495431e-19  4.8883715705e-03  4.9080301741e-03  
 614.5000000000  1.1027343729e-02  -1.6960986094e-19  4.8883715705e-03  4.9080301856e-03  
 615.0000000000  1.1041936851e-02  4.8632820183e-19  4.8883715705e-03  4.9080301971e-03  
 615.5000000000  1.1056279374e-02  1.3878621606e-19  4.8883715705e-03  4.9080302087e-03  
 616.0000000000  1.1070370967e-02  -3.7675616854e-19  4.8883715705e-03  4.9080302202e-03  
 616.5000000000  1.1084211307e-02  -4.4405703514e-21  4.8883715705e-03  4.9080302317e-03  
 617.0000000000  1.1097800077e-02  8.2335440587e-20  4.8883715705e-03  4.9080302432e-03  
 617.5000000000  1.1111136964e-02  -4.2735495275e-21  4.8883715705e-03  4.9080302548e-03  
 618.0000000000  1.1124221663e-02  1.9081533878e-19  4.8883715705e-03  4.9080302663e-03  
 618.5000000000  1.1137053872e-02  -5.2522259002e-20  4.8883715705e-03  4.9080302778e-03  
 619.0000000000  1.1149633297e-02  1.3766189576e-19  4.8883715705e-03  4.9080302894e-03  
 619.5000000000  1.1161959649e-02  -1.5609507377e-19  4.8883715705e-03  4.9080303009e-03  
 620.0000000000  1.1174032644e-02  -1.3552527156e-19  4.8883715705e-03  4.9080303124e-03  
 620.5000000000  1.1185852006e-02  2.5963293604e-19  4.8883715705e-03  4.9080303240e-03  
 621.0000000000  1.1197417461e-02  -6.9393174460e-20  4.8883715705e-03  4.9080303355e-03  
 621.5000000000  1.1208728745e-02  -1.4314194638e-19  4.8883715705e-03  4.9080303470e-03  
 622.0000000000  1.1219785597e-02  -4.1633376646e-19  4.8883715705e-03  4.9080303586e-03  
 622.5000000000  1.1230587762e-02  1.0408340455e-19  4.8883715705e-03  4.9080303701e-03  
 623.0000000000  1.1241134993e-02  2.4231919395e-19  4.8883715705e-03  4.9080303816e-03  
 623.5000000000  1.1251427046e-02  1.3008312496e-20  4.8883715705e-03  4.9080303932e-03  
 624.0000000000  1.1261463684e-02  5.6344631649e-20  4.8883715705e-03  4.9080304047e-03  
 624.5000000000  1.1271244677e-02  6.4984367649e-20  4.8883715705e-03  4.9080304162e-03  
 625.0000000000  1.1280769798e-02  2.7755152093e-19  4.8883715705e-03  4.9080304278e-03  
 625.5000000000  1.1290038828e-02  -3.2959971040e-19  4.8883715705e-03  4.9080304393e-03  
 626.0000000000  1.1299051555e-02  -2.3016009378e-19  4.8883715705e-03  4.9080304508e-03  
 626.5000000000  1.1307807769e-02  2.0816469948e-19  4.8883715705e-03  4.9080304624e-03  
 627.0000000000  1.1316307269e-02  -8.4567899835e-20  4.8883715705e-03  4.9080304739e-03  
 627.5000000000  1.1324549860e-02  3.7163570561e-20  4.8883715705e-03  4.9080304854e-03  
 628.0000000000  1.1332535349e-02  1.5612510980e-19  4.8883715705e-03  4.9080304970e-03  
 628.5000000000  1.1340263554e-02  -1.3931997865e-19  4.8883715705e-03  4.9080305085e-03  
 629.0000000000  1.1347734296e-02  -1.4311680436e-19  4.8883715705e-03  4.9080305200e-03  
 629.5000000000  1.1354947402e-02  -1.6700319963e-19  4.8883715705e-03  4.9080305316e-03  
 630.0000000000  1.1361902705e-02  -6.6713371617e-20  4.8883715705e-03  4.9080305431e-03  
 630.5000000000  1.1368600045e-02  -1.3881288536e-19  4.8883715705e-03  4.9080305546e-03  
 631.0000000000  1.1375039266e-02  -2.0360978190e-19  4.8883715705e-03  4.9080305662e-03  
 631.5000000000  1.1381220219e-02  6.9387884352e-20  4.8883715705e-03  4.9080305777e-03  
 632.0000000000  1.1387142762e-02  1.5612511520e-19  4.8883715705e-03  4.9080305892e-03  
 632.5000000000  1.1392806756e-02  1.4067526496e-19  4.8883715705e-03  4.9080306008e-03  
 633.0000000000  1.1398212071e-02  2.9707137871e-19  4.8883715705e-03  4.9080306123e-03  
 633.5000000000  1.1403358581e-02  -6.7222122881e-20  4.8883715705e-03  4.9080306238e-03  
 634.0000000000  1.1408246166e-02  -1.3027361559e-20  4.8883715705e-03  4.9080306354e-03  
 634.5000000000  1.1412874713e-02  3.0384872177e-19  4.8883715705e-03  4.9080306469e-03  
 635.0000000000  1.1417244114e-02  -3.8407862321e-19  4.8883715705e-03  4.9080306584e-03  
 635.5000000000  1.1421354267e-02  -8.4026371469e-21  4.8883715705e-03  4.9080306699e-03  
 636.0000000000  1.1425205076e-02  4.9602265921e-20  4.8883715705e-03  4.9080306815e-03  
 636.5000000000  1.1428796452e-02  1.8416190365e-19  4.8883715705e-03  4.9080306930e-03  
 637.0000000000  1.1432128310e-02  -1.3863379952e-19  4.8883715705e-03  4.9080307045e-03  
 637.5000000000  1.1435200571e-02  1.9406364386e-19  4.8883715705e-03  4.9080307161e-03  
 638.0000000000  1.1438013165e-02  -3.3339225318e-20  4.8883715705e-03  4.9080307276e-03  
 638.5000000000  1.1440566024e-02  2.8189521974e-20  4.8883715705e-03  4.9080307391e-03  
 639.0000000000  1.1442859089e-02  -1.5613397994e-19  4.8883715705e-03  4.9080307507e-03  
 639.5000000000  1.1444892304e-02  -7.1697095080e-20  4.8883715705e-03  4.9080307622e-03  
 640.0000000000  1.1446665622e-02  -4.2016936483e-20  4.8883715705e-03  4.9080307737e-03  
 640.5000000000  1.1448179000e-02  -8.6736096576e-21  4.8883715705e-03  4.9080307853e-03  
 641.0000000000  1.1449432401e-02  3.6864990914e-20  4.8883715705e-03  4.9080307968e-03  
 641.5000000000  1.1450425795e-02  2.8122610525e-20  4.8883715705e-03  4.9080308083e-03  
 642.0000000000  1.1451159157e-02  -1.3444112679e-19  4.8883715705e-03  4.9080308199e-03  
 642.5000000000  1.1451632468e-02  1.0845409752e-19  4.8883715705e-03  4.9080308314e-03  
 643.0000000000  1.1451845716e-02  -2.6020984522e-20  4.8883715705e-03  4.9080308429e-03  
 643.5000000000  1.1451798894e-02  -7.8637611346e-20  4.8883715705e-03  4.9080308545e-03  
 644.0000000000  1.1451492000e-02  1.4786001618e-19  4.8883715705e-03  4.9080308660e-03  
 644.5000000000  1.1450925041e-02  -6.5054247931e-20  4.8883715705e-03  4.9080308775e-03  
 645.0000000000  1.1450098026e-02  3.1445965819e-20  4.8883715705e-03  4.9080308891e-03  
 645.5000000000  1.1449010974e-02  8.4845817945e-21  4.8883715705e-03  4.9080309006e-03  
 646.0000000000  1.1447663906e-02  4.3406774071e-20  4.8883715705e-03  4.9080309121e-03  
 646.5000000000  1.1446056852e-02  -7.5809861721e-21  4.8883715705e-03  4.9080309237e-03  
 647.0000000000  1.1444189847e-02  3.3618508134e-20  4.8883715705e-03  4.9080309352e-03  
 647.5000000000  1.1442062931e-02  1.5162154987e-20  4.8883715705e-03  4.9080309467e-03  
 648.0000000000  1.1439676151e-02  5.1990683844e-20  4.8883715705e-03  4.9080309583e-03  
 648.5000000000  1.1437029560e-02  8.4703941276e-24  4.8883715705e-03  4.9080309698e-03  
 649.0000000000  1.1434123216e-02  4.3591099962e-21  4.8883715705e-03  4.9080309813e-03  
 649.5000000000  1.1430957184e-02  -1.8422768077e-20  4.8883715705e-03  4.9080309929e-03  
 650.0000000000  1.1427531534e-02  1.6264074835e-20  4.8883715705e-03  4.9080310044e-03  
 650.5000000000  1.1423846343e-02  9.1988439794e-21  4.8883715705e-03  4.9080310159e-03  
 651.0000000000  1.1419901693e-02  4.8810279583e-21  4.8883715705e-03  4.9080310275e-03  
 651.5000000000  1.1415697673e-02  1.1233840702e-20  4.8883715705e-03  4.9080310390e-03  
 652.0000000000  1.1411234376e-02  3.7618824095e-21  4.8883715705e-03  4.9080310505e-03  
 652.5000000000  1.1406511904e-02  -1.5296552692e-20  4.8883715705e-03  4.9080310620e-03  
 653.0000000000  1.1401530361e-02  -4.3401970221e-20  4.8883715705e-03  4.9080310736e-03  
 653.5000000000  1.1396289861e-02  4.1844088690e-21  4.8883715705e-03  4.9080310851e-03  
 654.0000000000  1.1390790520e-02  3.8271490457e-21  4.8883715705e-03  4.9080310966e-03  
 654.5000000000  1.1385032464e-02  -1.3005467058e-20  4.8883715705e-03  4.9080311082e-03  
 655.0000000000  1.1379015822e-02  -2.8024080989e-20  4.8883715705e-03  4.9080311197e-03  
 655.5000000000  1.1372740729e-02  1.8228148952e-20  4.8883715705e-03  4.9080311312e-03  
 656.0000000000  1.1366207328e-02  -1.8395631894e-20  4.8883715705e-03  4.9080311428e-03  
 656.5000000000  1.1359415766e-02  1.8380664586e-20  4.8883715705e-03  4.9080311543e-03  
 657.0000000000  1.1352366196e-02  1.7313154856e-20  4.8883715705e-03  4.9080311658e-03  
 657.5000000000  1.1345058778e-02  -8.6231386830e-21  4.8883715705e-03  4.9080311774e-03  
 658.0000000000  1.1337493677e-02  1.2129512224e-19  4.8883715705e-03  4.9080311889e-03  
 658.5000000000  1.1329671065e-02  -7.1559134741e-20  4.8883715705e-03  4.9080312004e-03  
 659.0000000000  1.1321591118e-02  1.5615872940e-19  4.8883715705e-03  4.9080312120e-03  
 659.5000000000  1.1313254020e-02  -6.3360182035e-20  4.8883715705e-03  4.9080312235e-03  
 660.0000000000  1.1304659960e-02  -1.0462549355e-19  4.8883715705e-03  4.9080312350e-03  
 660.5000000000  1.1295809131e-02  -1.0025695383e-19  4.8883715705e-03  4.9080312466e-03  
 661.0000000000  1.1286701736e-02  -2.6160877336e-20  4.8883715705e-03  4.9080312581e-03  
 661.5000000000  1.1277337980e-02  8.7072510607e-21  4.8883715705e-03  4.9080312696e-03  
 662.0000000000  1.1267718076e-02  -3.3305351965e-20  4.8883715705e-03  4.9080312812e-03  
 662.5000000000  1.1257842242e-02  -8.4022857265e-21  4.8883715705e-03  4.9080312927e-03  
 663.0000000000  1.1247710702e-02  -7.1726369478e-20  4.8883715705e-03  4.9080313042e-03  
 663.5000000000  1.1237323687e-02  3.5100912977e-20  4.8883715705e-03  4.9080313158e-03  
 664.0000000000  1.1226681433e-02  -3.1028484505e-19  4.8883715705e-03  4.9080313273e-03  
 664.5000000000  1.1215784180e-02  -1.1275901530e-19  4.8883715705e-03  4.9080313388e-03  
 665.0000000000  1.1204632176e-02  5.5260562218e-20  4.8883715705e-03  4.9080313504e-03  
 665.5000000000  1.1193225676e-02  -1.9549520033e-20  4.8883715705e-03  4.9080313619e-03  
 666.0000000000  1.1181564938e-02  1.0324061116e-19  4.8883715705e-03  4.9080313734e-03  
 666.5000000000  1.1169650227e-02  1.0408764372e-19  4.8883715705e-03  4.9080313850e-03  
 667.0000000000  1.1157481814e-02  -1.4121705160e-19  4.8883715705e-03  4.9080313965e-03  
 667.5000000000  1.1145059975e-02  -8.9988647969e-20  4.8883715705e-03  4.9080314080e-03  
 668.0000000000  1.1132384994e-02  -6.2578657143e-20  4.8883715705e-03  4.9080314196e-03  
 668.5000000000  1.1119457158e-02  -2.2009515860e-19  4.8883715705e-03  4.9080314311e-03  
 669.0000000000  1.1106276762e-02  1.9189966517e-19  4.8883715705e-03  4.9080314426e-03  
 669.5000000000  1.1092844105e-02  -2.6887975172e-19  4.8883715705e-03  4.9080314542e-03  
 670.0000000000  1.1079159493e-02  6.9318807177e-20  4.8883715705e-03  4.9080314657e-03  
 670.5000000000  1.1065223237e-02  1.4037254994e-19  4.8883715705e-03  4.9080314772e-03  
 671.0000000000  1.1051035655e-02  -9.7259069163e-21  4.8883715705e-03  4.9080314887e-03  
 671.5000000000  1.1036597070e-02  -1.8540056086e-19  4.8883715705e-03  4.9080315003e-03  
 672.0000000000  1.1021907809e-02  1.7383494222e-20  4.8883715705e-03  4.9080315118e-03  
 672.5000000000  1.1006968208e-02  -1.3881175927e-19  4.8883715705e-03  4.9080315233e-03  
 673.0000000000  1.0991778607e-02  3.6862853185e-20  4.8883715705e-03  4.9080315349e-03  
 673.5000000000  1.0976339352e-02  1.2197460543e-19  4.8883715705e-03  4.9080315464e-03  
 674.0000000000  1.0960650793e-02  3.9905417038e-19  4.8883715705e-03  4.9080315579e-03  
 674.5000000000  1.0944713289e-02  5.3975056983e-20  4.8883715705e-03  4.9080315695e-03  
 675.0000000000  1.0928527202e-02  3.5181937026e-19  4.8883715705e-03  4.9080315810e-03  
 675.5000000000  1.0912092902e-02  1.7320129699e-19  4.8883715705e-03  4.9080315925e-03  
 676.0000000000  1.0895410762e-02  1.9948684654e-19  4.8883715705e-03  4.9080316041e-03  
 676.5000000000  1.0878481162e-02  -2.3852439588e-20  4.8883715705e-03  4.9080316156e-03  
 677.0000000000  1.0861304489e-02  2.9490086505e-19  4.8883715705e-03  4.9080316271e-03  
 677.5000000000  1.0843881133e-02  6.5105942997e-19  4.8883715705e-03  4.9080316387e-03  
 678.0000000000  1.0826211492e-02  2.7535135298e-19  4.8883715705e-03  4.9080316502e-03  
 678.5000000000  1.0808295968e-02  2.7758949718e-19  4.8883715705e-03  4.9080316617e-03  
 679.0000000000  1.0790134970e-02  -3.0354233407e-19  4.8883715705e-03  4.9080316733e-03  
 679.5000000000  1.0771728911e-02  -2.4352114518e-21  4.8883715705e-03  4.9080316848e-03  
 680.0000000000  1.0753078212e-02  2.1273655987e-19  4.8883715705e-03  4.9080316963e-03  
 680.5000000000  1.0734183296e-02  6.9930771098e-20  4.8883715705e-03  4.9080317079e-03  
 681.0000000000  1.0715044595e-02  -2.8212986674e-19  4.8883715705e-03  4.9080317194e-03  
 681.5000000000  1.0695662546e-02  1.7550522400e-20  4.8883715705e-03  4.9080317309e-03  
 682.0000000000  1.0676037589e-02  3.4724923415e-19  4.8883715705e-03  4.9080317425e-03  
 682.5000000000  1.0656170172e-02  -8.7246503136e-20  4.8883715705e-03  4.9080317540e-03  
 683.0000000000  1.0636060749e-02  4.2307800180e-19  4.8883715705e-03  4.9080317655e-03  
 683.5000000000  1.0615709778e-02  3.6727547523e-19  4.8883715705e-03  4.9080317771e-03  
 684.0000000000  1.0595117723e-02  -6.5892399821e-19  4.8883715705e-03  4.9080317886e-03  
 684.5000000000  1.0574285053e-02  -2.7728696382e-19  4.8883715705e-03  4.9080318001e-03  
 685.0000000000  1.0553212243e-02  -5.5290724167e-19  4.8883715705e-03  4.9080318117e-03  
 685.5000000000  1.0531899775e-02  2.9273869759e-19  4.8883715705e-03  4.9080318232e-03  
 686.0000000000  1.0510348134e-02  -7.3452511046e-20  4.8883715705e-03  4.9080318347e-03  
 686.5000000000  1.0488557811e-02  4.3100868064e-19  4.8883715705e-03  4.9080318463e-03  
 687.0000000000  1.0466529303e-02  -1.6259644656e-19  4.8883715705e-03  4.9080318578e-03  
 687.5000000000  1.0444263114e-02  5.2444885344e-19  4.8883715705e-03  4.9080318693e-03  
 688.0000000000  1.0421759750e-02  2.7047257574e-19  4.8883715705e-03  4.9080318808e-03  
 688.5000000000  1.0399019725e-02  -3.9336210069e-20  4.8883715705e-03  4.9080318924e-03  
 689.0000000000  1.0376043558e-02  -2.1686161032e-20  4.8883715705e-03  4.9080319039e-03  
 689.5000000000  1.0352831773e-02  -1.0462114420e-19  4.8883715705e-03  4.9080319154e-03  
 690.0000000000  1.0329384899e-02  -8.6431239874e-20  4.8883715705e-03  4.9080319270e-03  
 690.5000000000  1.0305703470e-02  -1.7401239934e-19  4.8883715705e-03  4.9080319385e-03  
 691.0000000000  1.0281788029e-02  -2.0382788257e-19  4.8883715705e-03  4.9080319500e-03  
 691.5000000000  1.0257639119e-02  2.8629713824e-19  4.8883715705e-03  4.9080319616e-03  
 692.0000000000  1.0233257291e-02  2.4340551157e-19  4.8883715705e-03  4.9080319731e-03  
 692.5000000000  1.0208643103e-02  -3.5189341494e-19  4.8883715705e-03  4.9080319846e-03  
 693.0000000000  1.0183797115e-02  2.0816675695e-19  4.8883715705e-03  4.9080319962e-03  
 693.5000000000  1.0158719895e-02  1.3444093898e-19  4.8883715705e-03  4.9080320077e-03  
 694.0000000000  1.0133412013e-02  -2.1246974862e-19  4.8883715705e-03  4.9080320192e-03  
 694.5000000000  1.0107874049e-02  -2.7759181706e-19  4.8883715705e-03  4.9080320308e-03  
 695.0000000000  1.0082106584e-02  -5.5073870666e-19  4.8883715705e-03  4.9080320423e-03  
 695.5000000000  1.0056110206e-02  1.3389903238e-19  4.8883715705e-03  4.9080320538e-03  
 696.0000000000  1.0029885509e-02  -1.7347016164e-19  4.8883715705e-03  4.9080320654e-03  
 696.5000000000  1.0003433090e-02  -1.1058522002e-18  4.8883715705e-03  4.9080320769e-03  
 697.0000000000  9.9767535534e-03  -2.3039719685e-19  4.8883715705e-03  4.9080320884e-03  
 697.5000000000  9.9498475079e-03  -1.3884570896e-19  4.8883715705e-03  4.9080321000e-03  
 698.0000000000  9.9227155671e-03  -9.7578301196e-19  4.8883715705e-03  4.9080321115e-03  
 698.5000000000  9.8953583502e-03  4.1199570058e-19  4.8883715705e-03  4.9080321230e-03  
 699.0000000000  9.8677764813e-03  1.2142968485e-19  4.8883715705e-03  4.9080321346e-03  
 699.5000000000  9.8399705897e-03  5.5456937811e-19  4.8883715705e-03  4.9080321461e-03  
 700.0000000000  9.8119413100e-03  2.4228421339e-19  4.8883715705e-03  4.9080321576e-03  
 700.5000000000  9.7836892815e-03  2.4231920213e-19  4.8883715705e-03  4.9080321692e-03  
 701.0000000000  9.7552151490e-03  -7.4808874583e-20  4.8883715705e-03  4.9080321807e-03  
 701.5000000000  9.7265195620e-03  -8.6735969484e-19  4.8883715705e-03  4.9080321922e-03  
 702.0000000000  9.6976031753e-03  6.8579499770e-19  4.8883715705e-03  4.9080322038e-03  
 702.5000000000  9.6684666487e-03  -3.1228305075e-19  4.8883715705e-03  4.9080322153e-03  
 703.0000000000  9.6391106470e-03  -5.5507656807e-19  4.8883715705e-03  4.9080322268e-03  
 703.5000000000  9.6095358400e-03  -3.1279187285e-19  4.8883715705e-03  4.9080322384e-03  
 704.0000000000  9.5797429024e-03  -4.1629968571e-19  4.8883715705e-03  4.9080322499e-03  
 704.5000000000  9.5497325141e-03  3.1658491470e-19  4.8883715705e-03  4.9080322614e-03  
 705.0000000000  9.5195053596e-03  -3.0425953879e-20  4.8883715705e-03  4.9080322730e-03  
 705.5000000000  9.4890621288e-03  -8.3642809372e-19  4.8883715705e-03  4.9080322845e-03  
 706.0000000000  9.4584035162e-03  2.3852441066e-19  4.8883715705e-03  4.9080322960e-03  
 706.5000000000  9.4275302213e-03  -4.2124434284e-19  4.8883715705e-03  4.9080323075e-03  
 707.0000000000  9.3964429484e-03  2.4289305032e-19  4.8883715705e-03  4.9080323191e-03  
 707.5000000000  9.3651424069e-03  -8.0227572619e-19  4.8883715705e-03  4.9080323306e-03  
 708.0000000000  9.3336293109e-03  2.7643555508e-19  4.8883715705e-03  4.9080323421e-03  
 708.5000000000  9.3019043794e-03  -4.3029282608e-21  4.8883715705e-03  4.9080323537e-03  
 709.0000000000  9.2699683361e-03  -5.6056640139e-19  4.8883715705e-03  4.9080323652e-03  
 709.5000000000  9.2378219097e-03  1.1454593265e-18  4.8883715705e-03  4.9080323767e-03  
 710.0000000000  9.2054658335e-03  -1.4365692419e-19  4.8883715705e-03  4.9080323883e-03  
 710.5000000000  9.1729008458e-03  1.1411228537e-18  4.8883715705e-03  4.9080323998e-03  
 711.0000000000  9.1401276894e-03  -2.8135046685e-19  4.8883715705e-03  4.9080324113e-03  
 711.5000000000  9.1071471121e-03  -1.7780906426e-19  4.8883715705e-03  4.9080324229e-03  
 712.0000000000  9.0739598662e-03  4.1196294449e-19  4.8883715705e-03  4.9080324344e-03  
 712.5000000000  9.0405667089e-03  1.0404733521e-19  4.8883715705e-03  4.9080324459e-03  
 713.0000000000  9.0069684019e-03  -6.9331552557e-19  4.8883715705e-03  4.9080324575e-03  
 713.5000000000  8.9731657116e-03  1.0798993775e-18  4.8883715705e-03  4.9080324690e-03  
 714.0000000000  8.9391594093e-03  1.6479859814e-19  4.8883715705e-03  4.9080324805e-03  
 714.5000000000  8.9049502705e-03  3.4626706880e-20  4.8883715705e-03  4.9080324921e-03  
 715.0000000000  8.8705390757e-03  9.7523985416e-19  4.8883715705e-03  4.9080325036e-03  
 715.5000000000  8.8359266099e-03  -3.8597782604e-19  4.8883715705e-03  4.9080325151e-03  
 716.0000000000  8.8011136624e-03  -4.1199868670e-19  4.8883715705e-03  4.9080325267e-03  
 716.5000000000  8.7661010275e-03  5.8922966751e-19  4.8883715705e-03  4.9080325382e-03  
 717.0000000000  8.7308895037e-03  1.1498300125e-18  4.8883715705e-03  4.9080325497e-03  
 717.5000000000  8.6954798942e-03  1.4315068593e-19  4.8883715705e-03  4.9080325613e-03  
 718.0000000000  8.6598730066e-03  6.2887332461e-19  4.8883715705e-03  4.9080325728e-03  
 718.5000000000  8.6240696530e-03  -1.7780902446e-19  4.8883715705e-03  4.9080325843e-03  
 719.0000000000  8.5880706501e-03  -4.1633363423e-19  4.8883715705e-03  4.9080325959e-03  
 719.5000000000  8.5518768189e-03  1.3880963355e-19  4.8883715705e-03  4.9080326074e-03  
 720.0000000000  8.5154889849e-03  -4.5048593649e-19  4.8883715705e-03  4.9080326189e-03  
 720.5000000000  8.4789079779e-03  -3.8648439117e-19  4.8883715705e-03  4.9080326305e-03  
 721.0000000000  8.4421346321e-03  1.3059532629e-18  4.8883715705e-03  4.9080326420e-03  
 721.5000000000  8.4051697862e-03  3.1604519797e-19  4.8883715705e-03  4.9080326535e-03  
 722.0000000000  8.3680142832e-03  -3.0361062198e-19  4.8883715705e-03  4.9080326651e-03  
 722.5000000000  8.3306689704e-03  3.7949712514e-21  4.8883715705e-03  4.9080326766e-03  
 723.0000000000  8.2931346993e-03  -4.4611531319e-19  4.8883715705e-03  4.9080326881e-03  
 723.5000000000  8.2554123259e-03  -5.5565361441e-19  4.8883715705e-03  4.9080326996e-03  
 724.0000000000  8.2175027104e-03  9.7198724867e-19  4.8883715705e-03  4.9080327112e-03  
 724.5000000000  8.1794067170e-03  -7.9851503185e-19  4.8883715705e-03  4.9080327227e-03  
 725.0000000000  8.1411252146e-03  -6.9819233482e-19  4.8883715705e-03  4.9080327342e-03  
 725.5000000000  8.1026590758e-03  1.3989604429e-19  4.8883715705e-03  4.9080327458e-03  
 726.0000000000  8.0640091778e-03  2.8572123700e-19  4.8883715705e-03  4.9080327573e-03  
 726.5000000000  8.0251764018e-03  9.9204498802e-20  4.8883715705e-03  4.9080327688e-03  
 727.0000000000  7.9861616330e-03  6.5485988183e-19  4.8883715705e-03  4.9080327804e-03  
 727.5000000000  7.9469657609e-03  1.3440725373e-19  4.8883715705e-03  4.9080327919e-03  
 728.0000000000  7.9075896792e-03  4.1636720070e-19  4.8883715705e-03  4.9080328034e-03  
 728.5000000000  7.8680342854e-03  6.6790240096e-19  4.8883715705e-03  4.9080328150e-03  
 729.0000000000  7.8283004812e-03  4.1304714640e-19  4.8883715705e-03  4.9080328265e-03  
 729.5000000000  7.7883891725e-03  5.4972200152e-19  4.8883715705e-03  4.9080328380e-03  
 730.0000000000  7.7483012690e-03  6.2883754132e-19  4.8883715705e-03  4.9080328496e-03  
 730.5000000000  7.7080376844e-03  1.0679153171e-19  4.8883715705e-03  4.9080328611e-03  
 731.0000000000  7.6675993365e-03  -2.4282897593e-19  4.8883715705e-03  4.9080328726e-03  
 731.5000000000  7.6269871469e-03  -8.4184925554e-19  4.8883715705e-03  4.9080328842e-03  
 732.0000000000  7.5862020414e-03  -8.7549279212e-19  4.8883715705e-03  4.9080328957e-03  
 732.5000000000  7.5452449495e-03  9.7202126130e-19  4.8883715705e-03  4.9080329072e-03  
 733.0000000000  7.5041168045e-03  4.5861684067e-19  4.8883715705e-03  4.9080329188e-03  
 733.5000000000  7.4628185439e-03  -8.4133764437e-19  4.8883715705e-03  4.9080329303e-03  
 734.0000000000  7.4213511087e-03  -1.3118627912e-19  4.8883715705e-03  4.9080329418e-03  
 734.5000000000  7.3797154438e-03  1.0756303314e-18  4.8883715705e-03  4.9080329534e-03  
 735.0000000000  7.3379124982e-03  -7.3729142270e-19  4.8883715705e-03  4.9080329649e-03  
 735.5000000000  7.2959432243e-03  2.6790275695e-19  4.8883715705e-03  4.9080329764e-03  
 736.0000000000  7.2538085784e-03  -9.5445657762e-20  4.8883715705e-03  4.9080329880e-03  
 736.5000000000  7.2115095206e-03  -5.5514322642e-19  4.8883715705e-03  4.9080329995e-03  
