 Time (a.u.) 	 Real(mu)  	 Im(mu) 	  E(t=0) (a.u.)  	 E(t) (a.u.)
 287.0000000000  -1.0475748391e-02  1.4069217306e-19  4.2496152608e-03  4.2665994202e-03  
 287.5000000000  -1.0495642639e-02  8.6736689236e-20  4.2496152608e-03  4.2665994277e-03  
 288.0000000000  -1.0515356496e-02  9.8633704662e-19  4.2496152608e-03  4.2665994353e-03  
 288.5000000000  -1.0534889619e-02  -2.7540430947e-19  4.2496152608e-03  4.2665994428e-03  
 289.0000000000  -1.0554241673e-02  -3.1237622190e-19  4.2496152608e-03  4.2665994503e-03  
 289.5000000000  -1.0573412322e-02  2.6357275970e-22  4.2496152608e-03  4.2665994578e-03  
 290.0000000000  -1.0592401236e-02  -5.7245979138e-19  4.2496152608e-03  4.2665994653e-03  
 290.5000000000  -1.0611208086e-02  2.6899225253e-19  4.2496152608e-03  4.2665994729e-03  
 291.0000000000  -1.0629832549e-02  5.5739061152e-19  4.2496152608e-03  4.2665994804e-03  
 291.5000000000  -1.0648274301e-02  -1.9188684380e-19  4.2496152608e-03  4.2665994879e-03  
 292.0000000000  -1.0666533025e-02  -6.6029507315e-19  4.2496152608e-03  4.2665994954e-03  
 292.5000000000  -1.0684608404e-02  1.1088762422e-18  4.2496152608e-03  4.2665995029e-03  
 293.0000000000  -1.0702500128e-02  -9.3349858342e-19  4.2496152608e-03  4.2665995105e-03  
 293.5000000000  -1.0720207885e-02  -1.1808232208e-18  4.2496152608e-03  4.2665995180e-03  
 294.0000000000  -1.0737731371e-02  -7.9566144125e-19  4.2496152608e-03  4.2665995255e-03  
 294.5000000000  -1.0755070282e-02  2.4598789488e-19  4.2496152608e-03  4.2665995330e-03  
 295.0000000000  -1.0772224319e-02  2.4284439562e-19  4.2496152608e-03  4.2665995405e-03  
 295.5000000000  -1.0789193185e-02  -1.4203059048e-18  4.2496152608e-03  4.2665995480e-03  
 296.0000000000  -1.0805976586e-02  2.7754728575e-19  4.2496152608e-03  4.2665995556e-03  
 296.5000000000  -1.0822574233e-02  2.4420805248e-19  4.2496152608e-03  4.2665995631e-03  
 297.0000000000  -1.0838985838e-02  2.6023386570e-19  4.2496152608e-03  4.2665995706e-03  
 297.5000000000  -1.0855211117e-02  -2.8001215119e-19  4.2496152608e-03  4.2665995781e-03  
 298.0000000000  -1.0871249789e-02  -5.4210635952e-20  4.2496152608e-03  4.2665995856e-03  
 298.5000000000  -1.0887101578e-02  5.7248356043e-19  4.2496152608e-03  4.2665995932e-03  
 299.0000000000  -1.0902766208e-02  -2.0599846240e-19  4.2496152608e-03  4.2665996007e-03  
 299.5000000000  -1.0918243409e-02  1.3687941586e-19  4.2496152608e-03  4.2665996082e-03  
 300.0000000000  -1.0933532913e-02  8.2061398763e-19  4.2496152608e-03  4.2665996157e-03  
 300.5000000000  -1.0948634455e-02  9.6939583967e-19  4.2496152608e-03  4.2665996232e-03  
 301.0000000000  -1.0963547773e-02  2.8297669885e-19  4.2496152608e-03  4.2665996308e-03  
 301.5000000000  -1.0978272609e-02  1.3875987650e-19  4.2496152608e-03  4.2665996383e-03  
 302.0000000000  -1.0992808709e-02  -6.6786959704e-19  4.2496152608e-03  4.2665996458e-03  
 302.5000000000  -1.1007155820e-02  -4.1661368656e-19  4.2496152608e-03  4.2665996533e-03  
 303.0000000000  -1.1021313693e-02  -1.3012967382e-19  4.2496152608e-03  4.2665996608e-03  
 303.5000000000  -1.1035282085e-02  1.1188796516e-18  4.2496152608e-03  4.2665996684e-03  
 304.0000000000  -1.1049060751e-02  -1.2850675656e-18  4.2496152608e-03  4.2665996759e-03  
 304.5000000000  -1.1062649455e-02  -1.2522535093e-18  4.2496152608e-03  4.2665996834e-03  
 305.0000000000  -1.1076047959e-02  -1.0332446684e-18  4.2496152608e-03  4.2665996909e-03  
 305.5000000000  -1.1089256033e-02  9.7652311391e-21  4.2496152608e-03  4.2665996984e-03  
 306.0000000000  -1.1102273446e-02  -5.1826564735e-19  4.2496152608e-03  4.2665997060e-03  
 306.5000000000  -1.1115099973e-02  -9.7146217044e-19  4.2496152608e-03  4.2665997135e-03  
 307.0000000000  -1.1127735391e-02  7.9785469415e-19  4.2496152608e-03  4.2665997210e-03  
 307.5000000000  -1.1140179482e-02  -4.9669959346e-19  4.2496152608e-03  4.2665997285e-03  
 308.0000000000  -1.1152432029e-02  -1.1275695770e-19  4.2496152608e-03  4.2665997360e-03  
 308.5000000000  -1.1164492819e-02  8.3292976590e-19  4.2496152608e-03  4.2665997436e-03  
 309.0000000000  -1.1176361644e-02  -8.4240807860e-19  4.2496152608e-03  4.2665997511e-03  
 309.5000000000  -1.1188038297e-02  -2.4191259526e-19  4.2496152608e-03  4.2665997586e-03  
 310.0000000000  -1.1199522575e-02  -4.5468675617e-19  4.2496152608e-03  4.2665997661e-03  
 310.5000000000  -1.1210814280e-02  -1.6588286627e-19  4.2496152608e-03  4.2665997736e-03  
 311.0000000000  -1.1221913214e-02  9.3266797767e-20  4.2496152608e-03  4.2665997812e-03  
 311.5000000000  -1.1232819185e-02  -1.2129619345e-19  4.2496152608e-03  4.2665997887e-03  
 312.0000000000  -1.1243532003e-02  1.3877683582e-19  4.2496152608e-03  4.2665997962e-03  
 312.5000000000  -1.1254051482e-02  -4.5102704244e-19  4.2496152608e-03  4.2665998037e-03  
 313.0000000000  -1.1264377440e-02  -4.5096027546e-19  4.2496152608e-03  4.2665998112e-03  
 313.5000000000  -1.1274509696e-02  1.2802160454e-19  4.2496152608e-03  4.2665998188e-03  
 314.0000000000  -1.1284448074e-02  -8.3144727633e-19  4.2496152608e-03  4.2665998263e-03  
 314.5000000000  -1.1294192402e-02  8.6837842569e-19  4.2496152608e-03  4.2665998338e-03  
 315.0000000000  -1.1303742509e-02  -5.9835254427e-19  4.2496152608e-03  4.2665998413e-03  
 315.5000000000  -1.1313098230e-02  2.6239490858e-19  4.2496152608e-03  4.2665998488e-03  
 316.0000000000  -1.1322259401e-02  1.0176148149e-19  4.2496152608e-03  4.2665998564e-03  
 316.5000000000  -1.1331225863e-02  1.0766127759e-18  4.2496152608e-03  4.2665998639e-03  
 317.0000000000  -1.1339997460e-02  -1.0408339143e-19  4.2496152608e-03  4.2665998714e-03  
 317.5000000000  -1.1348574038e-02  6.0698646207e-20  4.2496152608e-03  4.2665998789e-03  
 318.0000000000  -1.1356955449e-02  -8.5990778194e-19  4.2496152608e-03  4.2665998864e-03  
 318.5000000000  -1.1365141546e-02  3.8265454539e-19  4.2496152608e-03  4.2665998940e-03  
 319.0000000000  -1.1373132185e-02  -4.9345174892e-19  4.2496152608e-03  4.2665999015e-03  
 319.5000000000  -1.1380927229e-02  -5.1939319171e-19  4.2496152608e-03  4.2665999090e-03  
 320.0000000000  -1.1388526540e-02  -2.4272602607e-19  4.2496152608e-03  4.2665999165e-03  
 320.5000000000  -1.1395929986e-02  1.6371873013e-19  4.2496152608e-03  4.2665999240e-03  
 321.0000000000  -1.1403137437e-02  1.0502761041e-19  4.2496152608e-03  4.2665999315e-03  
 321.5000000000  -1.1410148767e-02  4.4235872122e-19  4.2496152608e-03  4.2665999391e-03  
 322.0000000000  -1.1416963854e-02  -5.9415973945e-19  4.2496152608e-03  4.2665999466e-03  
 322.5000000000  -1.1423582579e-02  -3.4698704418e-20  4.2496152608e-03  4.2665999541e-03  
 323.0000000000  -1.1430004825e-02  -3.4559978998e-20  4.2496152608e-03  4.2665999616e-03  
 323.5000000000  -1.1436230481e-02  1.8641923792e-19  4.2496152608e-03  4.2665999691e-03  
 324.0000000000  -1.1442259436e-02  8.2453575220e-19  4.2496152608e-03  4.2665999767e-03  
 324.5000000000  -1.1448091585e-02  -5.5444682202e-19  4.2496152608e-03  4.2665999842e-03  
